Broncode/Source code|Referentie/Reference
MI0232.05092R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5091
MI0232.05093R| Receptuurberekening: zie de receptinformatie voor NEVO-code 3230
MI0232.05096R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5083
MI0232.05097R| Receptuurberekening: zie de receptinformatie voor NEVO-code 3228
MI0232.05103R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5100
MI0232.05109R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5106
MI0232.05117R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5116
MI0232.05118R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5119
MI0232.05129R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5128
MI0232.05130R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5127
MI0232.05132R| Receptuurberekening: zie de receptinformatie voor NEVO-code 3373
MI0232.05136R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5133
MI0232.05137R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5134
MI0232.05138R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5135
MI0232.05139| Overname van vergelijkbaar product:  5139 Siroop vruchtenlimonade- m zoetstof Karvan Cevitam
MI0232.05142R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5141
MI0232.05145R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5144
MI0232.05148R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5149
MI0232.05150R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5152
MI0232.05154R| Receptuurberekening: zie de receptinformatie voor NEVO-code 3378
MI0232.05154R| Receptuurberekening: zie de receptinformatie voor NEVO-code 621
MI0232.05155R| Receptuurberekening: zie de receptinformatie voor NEVO-code 3356
MI0232.05157R| Receptuurberekening: zie de receptinformatie voor NEVO-code 3245
MI0232.05166R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5164
MI0232.05169| Overname van vergelijkbaar product:  5169 Linzen bruine blik/glas
MI0232.05179R| Receptuurberekening: zie de receptinformatie voor NEVO-code 3229
MI0232.05180R| Receptuurberekening: zie de receptinformatie voor NEVO-code 3233
MI0232.05181R| Receptuurberekening: zie de receptinformatie voor NEVO-code 3232
MI0232.05184R| Receptuurberekening: zie de receptinformatie voor NEVO-code 3343
MI0232.05185R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1437
MI0232.05186R| Receptuurberekening: zie de receptinformatie voor NEVO-code 850
MI0232.05188R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1491
MI0232.05190R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1568
MI0232.05231R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1455
MI0232.05232R| Receptuurberekening: zie de receptinformatie voor NEVO-code 814
MI0232.05233R| Receptuurberekening: zie de receptinformatie voor NEVO-code 262
MI0232.05250R| Receptuurberekening: zie de receptinformatie voor NEVO-code 2163
MI0232.05250R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5249
MI0232.05252R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5251
MI0232.05274R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5273
MI0232.05303R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5304
MI0232.05339| Overname van vergelijkbaar product:  5339 Yoghurt geiten- volle
MI0232.05343R| Receptuurberekening: zie de receptinformatie voor NEVO-code 306
MI0232.05344R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5261
MI0232.05345| Overname van vergelijkbaar product:  5345 IJs room- vanille
MI0232.05350R| Receptuurberekening: zie de receptinformatie voor NEVO-code 893
MI0232.05351R| Receptuurberekening: zie de receptinformatie voor NEVO-code 2252
MI0232.05366R| Receptuurberekening: zie de receptinformatie voor NEVO-code 532
MI0232.05367R| Receptuurberekening: zie de receptinformatie voor NEVO-code 736
MI0232.05368R| Receptuurberekening: zie de receptinformatie voor NEVO-code 2656
MI0232.05400R| Receptuurberekening: zie de receptinformatie voor NEVO-code 577
MI0232.05403R| Receptuurberekening: zie de receptinformatie voor NEVO-code 865
MI0232.05405R| Receptuurberekening: zie de receptinformatie voor NEVO-code 303
MI0232.05406R| Receptuurberekening: zie de receptinformatie voor NEVO-code 1991
MI0232.05409| Overname van vergelijkbaar product:  5409 Margarineproduct 60% vet <17g verz vetz gezouten
MI0232.05410| Overname van vergelijkbaar product:  5410 Halvarine Blue Band
MI0232.05418R| Receptuurberekening: zie de receptinformatie voor NEVO-code 5417
MI0355| Berekend obv andere voedingsstoffen mbv een formule:  vitamine D = cholecalciferol + 25-hydroxy-vitamine D
MI0370| Berekend obv andere voedingsstoffen mbv een formule:  vitamine E = α-tocoferol*1 + β-tocoferol*0.40 + γ-tocoferol*0.10 + δ-tocoferol*0.01
MI0381| Berekend obv andere voedingsstoffen mbv een formule:  vitamine K2 = som van afzonderlijke vitamine K2 isomeren
MI0382| Berekend obv andere voedingsstoffen mbv een formule:  vitamine K = vitamine K1 + vitamine K2
MI0453| Berekend obv andere voedingsstoffen mbv een formule:  folaatequivalenten = folaat + (foliumzuur uit verrijkte voeding x 1.7)
MI0611| Berekend obv andere voedingsstoffen mbv een formule:  haemijzer = totaal ijzer * percentage haemijzer
MI0612| Berekend obv andere voedingsstoffen mbv een formule:  non-haemijzer = totaal ijzer - haemijzer
MI0641| Berekend obv andere voedingsstoffen mbv een formule:  organische zuren = som van afzonderlijke organische zuren. Voor meer informatie zie NEVO-website
MINL01| Berekend obv andere voedingsstoffen mbv een formule:  vetzuren totaal trans = som afzonderlijke transvetzuren. Voor meer informatie zie Samenstelling vetzuurclusters op NEVO-website
MINL13| Berekend obv andere voedingsstoffen mbv een formule:  vetzuren totaal verzadigd = som afzonderlijke verzadigde vetzuren. Voor meer informatie zie Samenstelling vetzuurclusters op NEVO-website
MINL14| Berekend obv andere voedingsstoffen mbv een formule:  vetzuren enkelvoudig onverzadigd cis = som afzonderlijke enkelvoudig onverzadigde cis vetzuren. Voor meer informatie zie Samenstelling vetzuurclusters   op NEVO-website
MINL15| Berekend obv andere voedingsstoffen mbv een formule:  vetzuren meervoudig onverzadigd = som afzonderlijke meervoudig onverzadigde vetzuren. Voor meer informatie zie Samenstelling vetzuurclusters op NEVO-website
MINL44| Berekend obv andere voedingsstoffen mbv een formule:  retinolequivalenten = retinol + β-caroteen/6 + α-caroteen/12 + β-cryptoxanthine/12
MINL45| Berekend obv andere voedingsstoffen mbv een formule:  retinolactiviteitquivalenten = retinol + β-caroteen/12 + α-caroteen/24 + β-cryptoxanthine/24
MINL49| Berekend obv andere voedingsstoffen mbv een formule:  mono- en disachariden = glucose + galactose + fructose + lactose + maltose + sacharose
MINL50| Berekend obv andere voedingsstoffen mbv een formule:  polysachariden = koolhydraten - mono en disachariden – polyolen
MINL51| Berekend obv andere voedingsstoffen mbv een formule:  jodium = gram zout/100 g product * gemiddeld jodiumgehalte (58 mug)/g bakkerszout
MIR002| Berekend als (gewogen) gemiddelde van meerdere analyses en/of fabrikantgegevens
REF.0006| Olsman WJ ea   Gehalten aan enige macro- en micronutriënten in een aantal monsters van diverse soorten vleeswaar   Rapportnummer R 5718, (1978), TNO
REF.0007| Dukel F ea   Onderzoek van monsters kroepoek, loempia, nasibal, saté (kip)   Rapportnummer R 6540, (1980), TNO
REF.0008| Luten JB   De chemische samenstelling van vissticks en lekkerbekjes   Rapportnummer R 0-280, (1980), TNO
REF.0009| Luten JB   De chemische samenstelling van schol, koolvis, kabeljauw   Rapportnummer R O-317, (1981), TNO
REF.0011| Bovenkamp P van de   Voedingsmiddelenanalyses, deel 1 Voedingsmiddelenanalyses 1973-1979   1979, Wageningen UR
REF.0013| Bovenkamp P van de ea   Voedingsmiddelenanalyses, deel 4 Voedingsmiddelen uit bedrijfsrestaurants en kant- en klaarproducten   1983, Wageningen UR
REF.0015| Hardinge MG ea   Carbohydrates in foods   J Am Diet Assoc (1965), 46, 3, 197-205
REF.0016| Lacroix DE ea   Cholesterol, fat and protein in dairy products   J Am Diet Assoc (1973), 62, 3, 275-279
REF.0018| Fristrom GA ea   Comprehensive evaluation of fatty acids. Part 9, Fowl   J Am Diet Assoc (1976), 69, 11, 517-522
REF.0019| Weihrauch JL ea   Comprehensive evaluation of fatty acids. Part 6, Cereal products   J Am Diet Assoc (1976), 68, 4, 335-340
REF.0026| Posati LP ea   Comprehensive evaluation of fatty acids in foods. Part 3, Eggs and egg products   J Am Diet Assoc (1975), 67, 8, 111-115
REF.0027| Southgate DAT ea   A guide to calculating dietary intakes of dietary fibre   J Human Nutrition (1976), 30, 5, 303-313
REF.0028| Hellendoorn EW ea   Enzymatic determination of the indigistible residue (dietary fibre) content of human food   J Sci Fd Agric (1975), 26, 1461-1468
REF.0030| Het gehalte aan suikers van snoep   Rapportnummer R 5005   Ned Inst vd Volksvoeding
REF.0031| Lonckhuyzen HJ van   Onderzoek aan een aantal merken brood en droge bakprodukten   Rapportnummer 73-233, (1973), TNO-IGMB
REF.0034| Hollmann P   Inventarisatie natrium c.q. zoutgehalte van voedingsmiddelen   Rapportnummer 84.82, (1984), Rikilt
REF.0039| Veen NG van der   Onderzoek naar de samenstelling en kwaliteit van kruidenkaas   Rapportnummer 85.55, (1985), Rikilt
REF.0041| Dako DY ea   Der Glukose-, Fruktose- und Saccharosegehalt verschiedener Früchte   Schweiz Med Wschr (1970), 100, 21, 897-903
REF.0042| Schallenberg RS   Occurence of various sugars in foods   Sugars in Nutrition, 67-80
REF.0043| Southgate DAT ea   Free sugars in foods   J Human Nutrition (1978), 32, 335-347
REF.0044| Vidal-Valverde C ea   Dietary fiber in Spanish fruits   J Food Science (1982), 47, 1840-1845
REF.0046| Roomans HHS ea   Het gehalte aan sporenelementen in baby- en kleutervoeding, 1983   1984, nVWA
REF.0047| Lonckhuyzen HJ van   Analyses van rijst en knäckebröd   Rapportnummer 82-165, (1982), TNO-IGMB
REF.0049| Germs AC   Chemische samenstelling van soepkippen   Vleesdistributie en vleestechnologie (1985), 5, 38-41, Spelderholt
REF.0051| Vinkenborg C ea   Onderzoek van monsters groenten (andijvie, rode kool, sperciebonen en wortelen), aardappelpuree en een diepvriesmaaltijd   Rapportnummer T 82.054, (1982), TNO
REF.0054| Brieven en analyseformulieren, mei 1979   1979   Wageningen UR
REF.0056| Janssen M   Mineraalanalyse, deel 2 Verslag doctoraalonderzoek   1986, Wageningen UR
REF.0057| Willems MAW   Alternatieve voedingsmiddelen, deel 8 (LUW ism Rikilt en TNO)   1987, Rikilt
REF.0058| Broekman A ea   Gehalte aan zware metalen, arseen, seleen en enige voedingselementen van aardappelen, groenten en zoetwaren   Rapportnummer 12, (1983), Inspectie W&V Friesland
REF.0059| Jäger AJ   Jaarverslag 1981 Specialisatie verpakkingen en gebruiksartikelen   1981, Inspectie W&V Haarlem
REF.0060| Vaessen H ea   Natrium, kalium, calcium, magnesium en keukenzout in noten, specerijen en kruiden   Rapportnummer 648202002, (1985), RIVM
REF.0061| Pieters JLL ea   Bewakingsprogramma 'Mens en voeding', resultaten uit de jaren 1986 tot 1989   1986, RIVM
REF.0066| Driessen JJM   Onderzoek naar de kwaliteit van gesneden groenten   Rapportnummer 88.34, (1988), Rikilt
REF.0069| Roomans HHS ea   Analyse van vlees   1988, nVWA
REF.0074| Berensteijn R van   Mineraalanalyses in zuivelprodukten   1989, NIZO
REF.0075| Dokkum W van ea   De TNO-Voeding Total diet studie, deel 3 Analyse resultaten van 226 voedingsmiddelen (Interne rapportage)   1990, TNO
REF.0075.008|" Dokkum W van ea   De TNO-Voeding Total diet studie, deel 3 Analyse resultaten van 226 voedingsmiddelen (Interne rapportage)   1990, TNO Analysemethode: Fluorometry (fluorescence spectroscopy) || Selenium "
REF.0077| Heijden L van der   Voedingsstoffensamenstelling van enkele Turkse voedingsmiddelen (LUW ism Rikilt)   1989, Wageningen UR
REF.0078| Heijden L van der   Voedingsstoffensamenstelling van enkele Turkse voedingsmiddelen (LUW ism Rikilt)   1989, Rikilt
REF.0082| Uijttenboogaard TG ea   De samenstelling van in Nederland geproduceerde eieren 1984-1987   Rapportnummer 495, (1988), Spelderholt
REF.0088| Roomans HHS   Market Basket onderzoek van diverse levensmiddelen op het gehalte van vitamine C en vitamine B6   1989, nVWA
REF.0089| Wijk Th van   Bepaling van het vetgehalte van vleesprodukten   Rapportnummer T 91.038, (1991), TNO-NCV
REF.0090| Slangen JH   Total diet. vitamine B1 en B2 analyses (TNO ism Rikilt)   1990, Rikilt
REF.0091| Berg H van den   Vitamine D uitslagen tbv NEVO tabel, deel 1   Rapportnummer V-KB/1124, (1989), TNO
REF.0092| Berg H van den   Vitamine D uitslagen tbv NEVO tabel, deel 2   Rapportnummer V-KB/1521, (1990), TNO
REF.0094| Willems MAW ea   Alternatieve voedingsmiddelen, deel 8 (LUW ism Rikilt en TNO)   1987, Wageningen UR
REF.0095| Willems MAW ea   Alternatieve voedingsmiddelen, deel 8 (LUW ism Rikilt en TNO)   1987, TNO
REF.0096| Hulshof PJM ea   Voedingsmiddelenanalyses, deel 10 Vis, schaal- en schelpdieren   1990, Wageningen UR
REF.0097| Berg H van den ea   Bepaling van vitamine D in vlees en vleesprodukten   Rapportnummer V 91.299, (1991), TNO
REF.0099| Analyse van kip en kipprodukten bereid   1990   nVWA
REF.0100| Hulshof PJM ea   Voedingsmiddelenanalyses, deel 11 Spijsvetten en -oliën,   1991, Wageningen UR
REF.0108| Slangen JH   Analyse van aardappel (gebakken), spinazie, spruitjes, bloemkool en rode bieten na toebereiding   Rapportnummer 86.57, (1986), Rikilt
REF.0109| Vaessen HAMG ea   Arseen, natrium, kalium, selenium en tin in vers in- en uitheems fruit   Rapportnummer 648210001, (1985), RIVM
REF.0113| Meer MA van de ea   Analyse van 5 merken diepvriesboerenkool, -doperwten, -sperciebonen en -spinazie   Rapportnummer 405/2364, (1982), Ato-DLO (voorheen Sprenger)
REF.0118| Dukel F   Aardappelprodukten toebereid, chemische analyse   Rapportnummer AA 0956, (1992), TNO
REF.0120| Analyses vitamine E gehalte in voedingsmiddelen (intern document)   1989   Unilever
REF.0121| Mensink RP ea   Bronnen in de voeding van (n-3) meervoudig onverzadigde vetzuren en de opneming van deze vetzuren door zelfstandig wonende ouderen     Rapportnummer 92-06, (1995), nVWA
REF.0123| Vaessen HAMG ea   Vlees en enkele worstsoorten - gehalte aan ijzer en selenium   Rapportnummer 388801008, (1991), RIVM
REF.0124| Vaessen HAMG ea   Vlees en enkele vleesprodukten - gehalte aan calcium en magnesium   Rapportnummer 389101003, (1993), RIVM
REF.0125| Vaessen HAMG ea   Vlees en enkele vleesprodukten - gehalte aan koper, mangaan en zink   Rapportnummer 389101004, (1994), RIVM
REF.0126| Hulshof KFAM ea   De gehaltes aan vitamine A in lever en leverprodukten.   Rapportnummer V 94.492, (1994), TNO
REF.0127| Westenbrink S ea   Food analyses, part 3 Nutrient composition of 167 food items from Ghana, the Philippines, Italy and Finland   1983, Wageningen UR
REF.0128| Reimert HGM ea   Gewichts- en chemische samenstelling van kalkoenen   Rapportnummer 564, (1991), Spelderholt
REF.0136| Pinckaers VGZ   Onderzoek naar de kwaliteit van rijst   Rapportnummer 96.35, (1996), Rikilt
REF.0137| Jong J de   Rapportage analyseresultaten uitheemse groenten en fruit   Rapportnummer B 2095, (1996), Rikilt
REF.0146| Onderzoek van 27 monsters chocoladedrank   1993   Rikilt
REF.0147| Driessen JJM   Onderzoek van 39 monsters paddestoelen   Rapportnummer B 664, (1994), Rikilt
REF.0149| Labrijn JF   Onderzoek in port   Rapportnummer B 1637, (1995), Rikilt
REF.0150| Egmond HJ van   Onderzoek naar de  microbiologische en chemische kwaliteit van kip- en kalkoenfilet   Rapportnummer 96.22, (1996), Rikilt
REF.0151| Driessen JJM   Onderzoek van 51 monsters zoutjes   Rapportnummer B 2209, (1993), Rikilt
REF.0153| Onderzoek van 41 monsters runderentrecôte   Rapportnummer B 1013, (1994)   Rikilt
REF.0154| Bausch S ea   Carotenoïdengehalten in groenten (tbv Nederlandse Cohort Studie) (intern document)   1997, TNO
REF.0157| Vetzuuranalyses Transfair   1998   TNO
REF.0158| Bureau JL ea   HPLC determination of carotenoids in fruits and vegetables in the United States   J Food Science (1986), 51, 1, 128-130
REF.0159| Granado F ea   Carotenoid composition in raw and cooked Spanish vegetables   J Agric Food Chem (1992), 40, 11, 2135-2140
REF.0160| Hart DJ ea   Development and evaluation of an HPLC method for the analysis of carotenoids in foods. measurement of the carotenoid content of vegetables and fruits   Food Chemistry (1995), 54, 101-
